Site,PTR40-0913,PTC70-0617,TTH47-20171120,TTY70-20170706,TTR83-1202,NTH71-0913,PTS52-0729,PD10_ZZM_TTC33-20170512,TTC1-20171208,TTC92-0729,TTR156-0913,TTR168-0913,TTR47-0617,TTR102-0913,NTC34-1010,PTH38-20171219,TTY31-0913,PTC20-20171120,TTY21-20170706,NTH11-20171219,TTY65-1011,TTH23-0616P,TTH102-20171120,TTC160-0617,PTR53-0616A,PTH23-0729,TTC21-20170706,PTR62-1011,TTC176-0617,TTY21-0616A,NTH-30-0617,TTR43-1010,NTC55-1202,PD10_ZZM_TTH4-0616A,PTR57-1010,NTS33-0729,TTR12-0617,TTH80-0913,TTR61-0617,PTR45-1011,PTC19-1010,TTC70-1202,PD10_ZZM_LNTC34-0512,TTC150-0616A,NTC15-0913,TTC267-1011,PTH66-0729,PD10_ZZM_TTC9-20170512,NTC81-0729,TTY42-20171120,PTC40-20171120,NTS-49-0617,NTC5-1010,TTR133-0616A,TTY91-1202,NTY56-1202,TTH149-0913,PTY2-20171120,PTH81-0913,TTR108-1010,TTC51-0913,PD10_ZZM_PTC68-20171208,NTH94-0729,PTC78-0913,PTS74-0729,TTH96-20171120,TTS56-0617,PTR108-0617,PTH6-20171120,PTC91-20171120,TTC145-0729,PTR56-0913,PTS25-0729,TTR20-0617,TTC30-20171219,PTC31-1010,TTR78-0617,PTC49-0913,TTC157-20171120,TTR48-1010,start,end
10_68906337_68906710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,13.0,,,,,,,,,,,,,,10_68906337,10_68906710
10_68901471_68906710,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,43.0,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,21.0,21.0,,,,,,,,77.0,,,,,,,,,,,,20.0,10_68901471,10_68906710
10_70600906_70602644,,123.0,,,,,,,85.0,,28.0,32.0,,37.0,141.0,54.0,,,,77.0,40.0,,,125.0,16.0,,272.0,,,,7.0,30.0,,,,,,28.0,,,16.0,286.0,,,108.0,138.0,11.0,,,27.0,31.0,,46.0,,,,,,13.0,77.0,,,,,,,16.0,121.0,,29.0,27.0,,,35.0,980.0,119.0,,14.0,39.0,52.0,10_70600906,10_70602644
10_70600932_70602644,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,12.0,,,,,,,,,,,,,24.0,,,,,,43.0,,,,,,,,,,,,,,,,,,14.0,,10_70600932,10_70602644
10_72216072_72223887,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,25.0,,5.0,,,,,,,,13.0,,,,,,,,13.0,,,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,22.0,,,9.0,,10_72216072,10_72223887
10_72220379_72223887,11.0,,,,,,,,,,,,,,22.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,10_72220379,10_72223887
10_72216138_72223887,31.0,,,,,,,11.0,,,,31.0,,48.0,9.0,,28.0,11.0,16.0,,,,13.0,,,,,,,,,2.0,,24.0,,,,20.0,,,41.0,17.0,,,,,,32.0,,17.0,,,,,38.0,31.0,,,,,,,,21.0,,,,,,,,,37.0,,18.0,,,,12.0,18.0,10_72216138,10_72223887
10_72216072_72230365,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,13.0,,,,,,,3.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,10_72216072,10_72230365
10_72216138_72230365,,,,,,,,,,,,,,3.0,,,,,,,,,,,27.0,,,51.0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,41.0,,,18.0,,,,,10_72216138,10_72230365
10_72224056_72230365,156.0,,,,,,,12.0,,,50.0,76.0,,139.0,36.0,,92.0,27.0,26.0,,,,45.0,70.0,72.0,,,,,,,193.0,15.0,141.0,,,,55.0,,,92.0,53.0,,,,,,66.0,,106.0,,,,,109.0,74.0,,,,,,,,45.0,,,,,,,,64.0,73.0,16.0,,138.0,,,99.0,119.0,10_72224056,10_72230365
10_73045051_73046924,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,42.0,,,,,,29.0,10_73045051,10_73046924
10_73043957_73046924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,38.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_73043957,10_73046924
10_74138931_74150754,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,13.0,,,,,,,,,,,,,,,,,,31.0,,,10_74138931,10_74150754
10_74138382_74150754,,,,,,,,,,,,26.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_74138382,10_74150754
10_75214070_75219062,19.0,,133.0,,,,,,,,,62.0,,,34.0,,55.0,,,,,,,75.0,,,,71.0,,,10.0,70.0,,,27.0,,34.0,,30.0,36.0,,,,,91.0,101.0,,47.0,,70.0,110.0,,49.0,,,,60.0,,70.0,68.0,,80.0,,,,,,166.0,,,,,,,,,,,39.0,67.0,10_75214070,10_75219062
10_75217991_75219062,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_75217991,10_75219062
10_78040225_78040614,,9.0,44.0,,,4.0,30.0,,,33.0,58.0,16.0,14.0,12.0,64.0,33.0,,,16.0,,,,,14.0,,5.0,,26.0,4.0,17.0,11.0,17.0,12.0,22.0,,,,14.0,21.0,,16.0,,6.0,21.0,,43.0,,,,,,10.0,45.0,,,15.0,30.0,,57.0,20.0,32.0,50.0,33.0,49.0,,,,,,,,1.0,,29.0,,86.0,,,16.0,18.0,10_78040225,10_78040614
10_78037304_78040614,52.0,6.0,67.0,,,8.0,,,,19.0,210.0,,11.0,,135.0,,,,2.0,,,18.0,,14.0,,144.0,,61.0,9.0,,30.0,56.0,8.0,,,,72.0,,5.0,34.0,50.0,37.0,12.0,17.0,,5.0,31.0,,86.0,47.0,,,23.0,,,25.0,6.0,,34.0,22.0,,36.0,31.0,,,,,,,21.0,,117.0,26.0,39.0,,,,27.0,,7.0,10_78037304,10_78040614
10_80176155_80205342,,,,4.0,,,,,28.0,,,,,32.0,,,,,,,,,,,31.0,,37.0,,,,,38.0,,34.0,,,,,,,,18.0,,,,,,,,,,,,,,43.0,,,,31.0,23.0,14.0,,22.0,,,,10.0,,,,,,,,,,56.0,,,10_80176155,10_80205342
10_80172869_80205342,,20.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,17.0,,,10_80172869,10_80205342
10_80468687_80489216,,,,20.0,11.0,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,19.0,,19.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,28.0,,,,,,,,,,,,10_80468687,10_80489216
10_80454371_80489216,,,,,21.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,10_80454371,10_80489216
10_89010815_89011998,,70.0,,,,,54.0,,,,177.0,66.0,,77.0,,,,,,,,,,122.0,,,,,,,,64.0,,,,,,,30.0,184.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,10_89010815,10_89011998
10_89010600_89011998,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,10_89010600,10_89011998
10_91220836_91222688,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,10_91220836,10_91222688
10_91163081_91222688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,10_91163081,10_91222688
10_91959154_91959784,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,10_91959154,10_91959784
10_91959282_91959784,26.0,,,,,,,,,,,,,,32.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,10_91959282,10_91959784
10_97461622_97461827,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,19.0,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10_97461622,10_97461827
10_97461007_97461827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_97461007,10_97461827
10_98429889_98430570,,,,,,,,,,,,,,,16.0,18.0,71.0,,,38.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,53.0,,,,,10_98429889,10_98430570
10_98429642_98430570,,,,,,,,,,,,,,,49.0,,,,,,,50.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,63.0,,,,,,,,,,,,,,,,,,10_98429642,10_98430570
10_98431291_98433939,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_98431291,10_98433939
10_98430670_98433939,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_98430670,10_98433939
10_98435414_98435634,,,,,,,,,,,,,,,34.0,26.0,,,,45.0,,41.0,,,26.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,33.0,,,,,,,,18.0,,,,,,45.0,,,20.0,,16.0,,66.0,,,,,10_98435414,10_98435634
10_98434091_98435634,,,,,,,,,,,,,,,23.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,10_98434091,10_98435634
10_98442957_98443123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,61.0,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,10_98442957,10_98443123
10_98435772_98443123,,,,,,,,,,,,,,,73.0,21.0,,,,27.0,,53.0,,,47.0,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,38.0,,,,,,,,50.0,,,,,,33.0,,,32.0,,15.0,,71.0,,,,,10_98435772,10_98443123
11_102320006_102321836,58.0,,,,,,,,,,,19.0,,87.0,,,,,,,,,,,,,,,,,,27.0,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,11_102320006,11_102321836
11_102317571_102321836,11.0,22.0,,,,,,,,,75.0,52.0,14.0,64.0,,,,,,,50.0,33.0,22.0,,51.0,57.0,,147.0,,36.0,,26.0,14.0,,33.0,26.0,,,33.0,,,,,,,52.0,,,,,,23.0,,,120.0,,,,,90.0,,,,,30.0,61.0,,,,,,,121.0,48.0,,,,,51.0,23.0,11_102317571,11_102321836
11_104901656_104903390,49.0,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,23.0,,,,,,10.0,,,,,,,,,,,,,12.0,33.0,,95.0,,,,,,,,,,12.0,,,,,28.0,,,,22.0,,,,,,,,,,,11_104901656,11_104903390
11_104901659_104903390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_104901659,11_104903390
11_104905557_104908834,96.0,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,11_104905557,11_104908834
11_104907116_104908834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,84.0,182.0,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,11_104907116,11_104908834
11_105033126_105034207,,,,,,,,,,24.0,,,,,,,,77.0,,,59.0,,29.0,,65.0,,,,,,18.0,295.0,,,,,,,36.0,,,51.0,,157.0,,,,,,69.0,,,,,,,,,,,242.0,,,60.0,12.0,179.0,,,58.0,,,117.0,,,,47.0,,,,79.0,11_105033126,11_105034207
11_105031280_105034207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,41.0,,,42.0,11_105031280,11_105034207
11_105034474_105035106,,,,,,,,,,,,,,,,,,18.0,,,14.0,,,,,,,,,,,31.0,,,,,,,,,,24.0,,,,,,,,13.0,,,,,,,,,,,50.0,,,,,39.0,,,,,,8.0,,,,,,,,33.0,11_105034474,11_105035106
11_105034388_105035106,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,11_105034388,11_105035106
11_105041719_105044391,78.0,,2.0,,,,,,17.0,,76.0,95.0,,114.0,33.0,,,,,,,,,,,37.0,,52.0,,,,151.0,,,,,,85.0,,34.0,,138.0,45.0,27.0,,,,,,52.0,47.0,,,,,,,,,10.0,,,,,,,,,,20.0,,,,,15.0,,,,,88.0,11_105041719,11_105044391
11_105043545_105044391,203.0,,128.0,46.0,,,,,,,,111.0,,190.0,,,,,,,,,39.0,,,,,,27.0,,,63.0,,20.0,,,,,,,,84.0,,,,,47.0,,,,,,,,38.0,,,,,30.0,,,,52.0,,,,,,,,65.0,,74.0,,,,20.0,,154.0,11_105043545,11_105044391
11_105033126_105044391,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,11_105033126,11_105044391
11_105044572_105045290,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_105044572,11_105045290
11_105044658_105045290,40.0,,21.0,19.0,,,,,,,12.0,12.0,,53.0,10.0,,,,,,,,,,,17.0,,,,,,30.0,,,,,,5.0,,13.0,,48.0,,,,,,,,,,,,,,,,,,12.0,,,,15.0,,,,,,,,,,15.0,,,,,,37.0,11_105044658,11_105045290
11_105064070_105065471,,,,,16.0,,,,,,,,116.0,12.0,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_105064070,11_105065471
11_105026951_105065471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_105026951,11_105065471
11_105070870_105071498,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_105070870,11_105071498
11_105071098_105071498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_105071098,11_105071498
11_10801774_10802048,39.0,,,13.0,50.0,62.0,,,,,,21.0,,13.0,45.0,,,14.0,,,58.0,124.0,,23.0,34.0,,,,24.0,,,11.0,26.0,,70.0,,,,32.0,,,,,91.0,,84.0,,,,39.0,,,,12.0,,35.0,,,,90.0,,,,100.0,,,,36.0,,,,,,23.0,,,51.0,,,12.0,11_10801774,11_10802048
11_10801087_10802048,27.0,,,,27.0,40.0,,,,,,19.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,43.0,,,,,,1.0,,62.0,21.0,,,,,,37.0,,,,,,,29.0,,,,16.0,,,17.0,97.0,,,,,,11.0,,,,47.0,,,11_10801087,11_10802048
11_108223186_108227594,19.0,,,,,,,18.0,,,,26.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,14.0,,,,,11_108223186,11_108227594
11_108224136_108227594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,11_108224136,11_108227594
11_108224871_108227594,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,14.0,,,,,,,,,,,,,,98.0,,,,,,,,,58.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,11_108224871,11_108227594
11_112086310_112086639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,11_112086310,11_112086639
11_112085462_112086639,27.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,18.0,,,,,11.0,16.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_112085462,11_112086639
11_117207160_117207969,,,,,,,,27.0,,,,,,,,,54.0,,,54.0,29.0,18.0,,,,10.0,,,,,,,,14.0,,,,,,22.0,,25.0,,,66.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,,,,,25.0,11_117207160,11_117207969
11_117207735_117207969,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_117207735,11_117207969
11_117335680_117338565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,21.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,11_117335680,11_117338565
11_117328208_117338565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_117328208,11_117338565
11_117986813_117988381,,,,,,,,,,,,,,,2.0,,,,,,34.0,,,,31.0,,,,11.0,,,,,94.0,32.0,16.0,,,,,,,,,,,,,,,,12.0,16.0,30.0,25.0,,,,,,,,,23.0,18.0,,,,,,,15.0,,,,,,,,,11_117986813,11_117988381
11_117986534_117988381,,,,,,27.0,,,16.0,12.0,,,,,13.0,,,,,,11.0,19.0,,,,,,46.0,,,,,,109.0,5.0,,,,,,,,42.0,,,97.0,,,,,,10.0,6.0,11.0,,,,,16.0,,,,,,,,,,,27.0,,52.0,,,64.0,,,62.0,,,11_117986534,11_117988381
11_118214886_118224940,,,,,55.0,,,,,,,,,,,,,,,,,,,119.0,15.0,,,,84.0,,,,12.0,,,,,,,,,,,,,83.0,,90.0,,,,,,39.0,,68.0,,,21.0,28.0,,,,,,,,,,,,3.0,,,,,,,39.0,,11_118214886,11_118224940
11_118212561_118224940,22.0,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,19.0,,,,,31.0,,,,,,,,40.0,,,,,,,,,11_118212561,11_118224940
11_118312866_118313706,115.0,35.0,34.0,18.0,59.0,100.0,141.0,80.0,39.0,,,134.0,,21.0,59.0,,207.0,34.0,38.0,,123.0,232.0,23.0,207.0,148.0,,52.0,89.0,17.0,12.0,13.0,70.0,75.0,169.0,75.0,16.0,23.0,105.0,,117.0,92.0,50.0,75.0,196.0,144.0,248.0,16.0,35.0,18.0,164.0,74.0,,103.0,52.0,205.0,105.0,194.0,31.0,36.0,178.0,58.0,,28.0,10.0,27.0,42.0,,63.0,157.0,157.0,,107.0,13.0,23.0,199.0,91.0,20.0,107.0,32.0,94.0,11_118312866,11_118313706
11_118312888_118313706,26.0,,21.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,11_118312888,11_118313706
11_118339906_118340374,134.0,17.0,688.0,137.0,31.0,89.0,109.0,24.0,862.0,114.0,353.0,276.0,33.0,279.0,428.0,87.0,80.0,71.0,238.0,143.0,289.0,325.0,511.0,147.0,,98.0,15.0,186.0,49.0,83.0,32.0,131.0,37.0,86.0,,29.0,81.0,140.0,140.0,315.0,166.0,130.0,131.0,293.0,469.0,550.0,32.0,87.0,110.0,973.0,40.0,46.0,442.0,51.0,35.0,44.0,208.0,65.0,191.0,372.0,274.0,67.0,236.0,50.0,,380.0,25.0,23.0,,274.0,32.0,344.0,36.0,79.0,221.0,144.0,80.0,402.0,322.0,143.0,11_118339906,11_118340374
11_118339494_118340374,,,,,,,,,97.0,,,,,,,,,,,,28.0,,,,,,,47.0,,,,,,,,,,,,50.0,,81.0,,6.0,,,,33.0,,,,,,,,,,,1.0,13.0,,,,,,,7.0,,,,,1.0,,,,,,,,,11_118339494,11_118340374
11_118340593_118342552,82.0,16.0,499.0,121.0,33.0,14.0,79.0,20.0,618.0,70.0,318.0,222.0,22.0,244.0,328.0,72.0,47.0,56.0,108.0,92.0,187.0,227.0,400.0,93.0,,113.0,14.0,141.0,41.0,71.0,22.0,60.0,18.0,57.0,,48.0,58.0,66.0,107.0,241.0,115.0,150.0,97.0,202.0,476.0,345.0,28.0,84.0,94.0,638.0,19.0,25.0,245.0,32.0,26.0,22.0,134.0,51.0,120.0,261.0,166.0,38.0,204.0,53.0,17.0,242.0,26.0,15.0,,163.0,16.0,225.0,18.0,46.0,227.0,103.0,36.0,265.0,233.0,63.0,11_118340593,11_118342552
11_118339494_118342552,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,40.0,,,,,,,5.0,,11_118339494,11_118342552
11_118340931_118342552,10.0,,,,,38.0,,,67.0,,,12.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,,,4.0,,,,,,,11_118340931,11_118342552
11_123060268_123061119,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,52.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_123060268,11_123061119
11_123060798_123061119,53.0,193.0,,45.0,112.0,203.0,,,,,138.0,112.0,,74.0,54.0,,,87.0,19.0,,380.0,288.0,138.0,372.0,238.0,,208.0,267.0,543.0,37.0,27.0,95.0,132.0,265.0,247.0,37.0,90.0,45.0,,335.0,186.0,79.0,133.0,138.0,49.0,404.0,95.0,299.0,123.0,93.0,118.0,65.0,180.0,86.0,36.0,67.0,85.0,127.0,125.0,46.0,124.0,86.0,106.0,89.0,21.0,108.0,35.0,34.0,68.0,32.0,,333.0,91.0,103.0,503.0,200.0,,66.0,196.0,343.0,11_123060798,11_123061119
11_124625903_124626903,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,14.0,11_124625903,11_124626903
11_124626609_124626903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,172.0,,,30.0,,,,38.0,,,,,45.0,,,,,,,,,,,,,,,11_124626609,11_124626903
11_129884882_129885434,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,11_129884882,11_129885434
11_129884846_129885434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_129884846,11_129885434
11_130122513_130126699,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,11_130122513,11_130126699
11_130123779_130126699,,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,30.0,,,,1.0,36.0,,,,,,,,,,,,,,,,,,,,28.0,11_130123779,11_130126699
11_13310059_13349944,,42.0,,,,,,,,,,23.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,22.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,11_13310059,11_13349944
11_13326467_13349944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,11_13326467,11_13349944
11_134248484_134249166,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,44.0,,,,,,,,,47.0,,11_134248484,11_134249166
11_134248959_134249166,,,,,,49.0,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,33.0,,,,34.0,,,,,54.0,,,,15.0,,,,71.0,,27.0,,,,,,,11_134248959,11_134249166
11_17878244_17988596,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,11_17878244,11_17988596
11_17959636_17988596,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,22.0,,,,113.0,,,,,,,,,,,69.0,15.0,,,,,,,,,,,,,,,,,,,,,,,11_17959636,11_17988596
11_1880224_1883418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,38.0,11_1880224,11_1883418
11_1881596_1883418,113.0,77.0,151.0,91.0,113.0,279.0,,,,,154.0,,,187.0,53.0,141.0,154.0,49.0,21.0,96.0,108.0,112.0,34.0,216.0,31.0,,152.0,61.0,123.0,22.0,10.0,376.0,23.0,,65.0,,14.0,73.0,,439.0,158.0,,75.0,44.0,68.0,202.0,42.0,,,,216.0,17.0,,129.0,127.0,85.0,35.0,109.0,45.0,273.0,,146.0,,,,34.0,14.0,124.0,15.0,31.0,,197.0,58.0,,136.0,49.0,123.0,301.0,59.0,178.0,11_1881596,11_1883418
11_2945646_2951258,19.0,,,12.0,,,,,,,1.0,,1.0,33.0,,,,,,,56.0,,,82.0,51.0,,,,,,12.0,,,,,,,60.0,,,53.0,,,,,,,,,,,,,,54.0,16.0,,,38.0,67.0,,,,56.0,,,,,,,,59.0,,,,55.0,,,,27.0,11_2945646,11_2951258
11_2949264_2951258,,,,,,,,,38.0,,42.0,,60.0,47.0,,,52.0,,,,,,,,,,,30.0,,,3.0,26.0,,13.0,,,,,,,,,,,,,,76.0,,,27.0,,,,37.0,6.0,,,,,,,,,,,,,,,,78.0,,,221.0,,,,,,11_2949264,11_2951258
